namePlayer.x,slugSeason,groupPosition,countGames,countGamesStarted,Tm
Cole Anthony,2020-21,G,47,34,ORL
OG Anunoby,2020-21,F,43,43,TOR
Ryan Arcidiacono,2020-21,G,44,0,CHI
Trevor Ariza,2020-21,F,30,27,MIA
D.J. Augustin,2020-21,G,57,12,TOT
Deni Avdija,2020-21,F,54,32,WAS
Deandre Ayton,2020-21,C,69,69,PHO
Dwayne Bacon,2020-21,G,72,50,ORL
Marvin Bagley III,2020-21,F,43,42,SAC
LaMelo Ball,2020-21,G,51,31,CHO
Lonzo Ball,2020-21,G,55,55,NOP
Mo Bamba,2020-21,C,46,5,ORL
Desmond Bane,2020-21,G,68,17,MEM
Harrison Barnes,2020-21,F,58,58,SAC
RJ Barrett,2020-21,G,72,72,NYK
Will Barton,2020-21,F,56,52,DEN
Keita Bates-Diop,2020-21,F,30,0,SAS
Nicolas Batum,2020-21,F,67,38,LAC
Aron Baynes,2020-21,C,53,31,TOR
Kent Bazemore,2020-21,F,67,18,GSW
Darius Bazley,2020-21,F,55,55,OKC
Bradley Beal,2020-21,G,60,60,WAS
Malik Beasley,2020-21,G,37,36,MIN
DeAndre' Bembry,2020-21,F,51,12,TOR
Davis Bertans,2020-21,F,57,7,WAS
Patrick Beverley,2020-21,G,37,34,LAC
Saddiq Bey,2020-21,F,70,53,DET
Khem Birch,2020-21,C,67,22,TOT
Goga Bitadze,2020-21,C,45,3,IND
Bismack Biyombo,2020-21,C,66,36,CHO
Nemanja Bjelica,2020-21,F,37,3,TOT
Eric Bledsoe,2020-21,G,71,70,NOP
Bogdan Bogdanovic,2020-21,G,44,27,ATL
Bojan Bogdanovic,2020-21,F,72,72,UTA
Bol Bol,2020-21,F,32,2,DEN
Isaac Bonga,2020-21,F,40,8,WAS
Devin Booker,2020-21,G,67,67,PHO
Chris Boucher,2020-21,C,60,14,TOR
Tony Bradley,2020-21,C,42,8,TOT
Mikal Bridges,2020-21,F,72,72,PHO
Miles Bridges,2020-21,F,66,19,CHO
Malcolm Brogdon,2020-21,G,56,56,IND
Dillon Brooks,2020-21,F,67,67,MEM
Bruce Brown,2020-21,G,65,37,BRK
Jaylen Brown,2020-21,G,58,58,BOS
Moses Brown,2020-21,C,43,32,OKC
Sterling Brown,2020-21,G,51,14,HOU
Troy Brown Jr.,2020-21,F,34,0,TOT
Jalen Brunson,2020-21,G,68,12,DAL
Reggie Bullock,2020-21,F,65,64,NYK
Trey Burke,2020-21,G,62,1,DAL
Alec Burks,2020-21,G,49,5,NYK
Jimmy Butler,2020-21,F,52,52,MIA
Kentavious Caldwell-Pope,2020-21,G,67,67,LAL
Facundo Campazzo,2020-21,G,65,19,DEN
Vlatko Cancar,2020-21,F,41,1,DEN
Clint Capela,2020-21,C,63,63,ATL
Jevon Carter,2020-21,G,60,1,PHO
Wendell Carter Jr.,2020-21,C,54,44,TOT
Michael Carter-Williams,2020-21,G,31,25,ORL
Alex Caruso,2020-21,G,58,6,LAL
Willie Cauley-Stein,2020-21,C,53,16,DAL
Gary Clark,2020-21,F,39,11,TOT
Brandon Clarke,2020-21,F,59,16,MEM
Jordan Clarkson,2020-21,G,68,1,UTA
Nic Claxton,2020-21,C,32,1,BRK
Amir Coffey,2020-21,G,44,1,LAC
John Collins,2020-21,F,63,63,ATL
Mike Conley,2020-21,G,51,51,UTA
Pat Connaughton,2020-21,G,69,4,MIL
Tyler Cook,2020-21,F,32,1,TOT
DeMarcus Cousins,2020-21,C,41,11,TOT
Robert Covington,2020-21,F,70,70,POR
Torrey Craig,2020-21,F,50,8,TOT
Jae Crowder,2020-21,F,60,42,PHO
Jarrett Culver,2020-21,G,34,7,MIN
Seth Curry,2020-21,G,57,57,PHI
Stephen Curry,2020-21,G,63,63,GSW
Anthony Davis,2020-21,F,36,36,LAL
Terence Davis,2020-21,G,61,4,TOT
DeMar DeRozan,2020-21,F,61,61,SAS
Hamidou Diallo,2020-21,G,52,9,TOT
Gorgui Dieng,2020-21,C,38,1,TOT
Donte DiVincenzo,2020-21,G,66,66,MIL
Luka Doncic,2020-21,G,66,66,DAL
Luguentz Dort,2020-21,G,52,52,OKC
Damyean Dotson,2020-21,G,46,7,CLE
Sekou Doumbouya,2020-21,F,56,11,DET
PJ Dozier,2020-21,G,50,6,DEN
Goran Dragic,2020-21,G,50,11,MIA
Andre Drummond,2020-21,C,46,46,TOT
Kevin Durant,2020-21,F,35,32,BRK
Anthony Edwards,2020-21,G,72,55,MIN
Carsen Edwards,2020-21,G,31,1,BOS
CJ Elleby,2020-21,F,30,0,POR
Wayne Ellington,2020-21,G,46,31,DET
Joel Embiid,2020-21,C,51,51,PHI
James Ennis III,2020-21,F,41,37,ORL
Drew Eubanks,2020-21,C,54,3,SAS
Derrick Favors,2020-21,C,68,0,UTA
Bruno Fernando,2020-21,C,33,0,ATL
Dorian Finney-Smith,2020-21,F,60,60,DAL
Malachi Flynn,2020-21,G,47,14,TOR
Bryn Forbes,2020-21,G,70,10,MIL
Trent Forrest,2020-21,G,30,0,UTA
Evan Fournier,2020-21,F,42,36,TOT
De'Aaron Fox,2020-21,G,58,58,SAC
Enes Freedom,2020-21,C,72,35,POR
Daniel Gafford,2020-21,F,54,11,TOT
Danilo Gallinari,2020-21,F,51,4,ATL
Langston Galloway,2020-21,G,40,0,PHO
Darius Garland,2020-21,G,54,50,CLE
Marc Gasol,2020-21,C,52,42,LAL
Rudy Gay,2020-21,F,63,1,SAS
Paul George,2020-21,F,54,54,LAC
Taj Gibson,2020-21,C,45,3,NYK
Harry Giles III,2020-21,C,38,0,POR
Shai Gilgeous-Alexander,2020-21,G,35,35,OKC
Rudy Gobert,2020-21,C,71,71,UTA
Brandon Goodwin,2020-21,G,47,5,ATL
Aaron Gordon,2020-21,F,50,50,TOT
Devonte' Graham,2020-21,G,55,44,CHO
Jerami Grant,2020-21,F,54,54,DET
Danny Green,2020-21,F,69,69,PHI
Draymond Green,2020-21,F,63,63,GSW
JaMychal Green,2020-21,F,58,5,DEN
Javonte Green,2020-21,F,41,2,TOT
Jeff Green,2020-21,C,68,38,BRK
Josh Green,2020-21,G,39,5,DAL
Blake Griffin,2020-21,F,46,30,TOT
Kyle Guy,2020-21,G,31,0,SAC
Rui Hachimura,2020-21,F,57,57,WAS
Tyrese Haliburton,2020-21,G,58,20,SAC
R.J. Hampton,2020-21,G,51,1,TOT
Tim Hardaway Jr.,2020-21,G,70,31,DAL
James Harden,2020-21,G,44,43,TOT
Maurice Harkless,2020-21,F,37,23,TOT
Montrezl Harrell,2020-21,C,69,1,LAL
Gary Harris,2020-21,G,39,38,TOT
Joe Harris,2020-21,F,69,65,BRK
Tobias Harris,2020-21,F,62,62,PHI
Shaquille Harrison,2020-21,G,34,0,TOT
Josh Hart,2020-21,F,47,4,NOP
Isaiah Hartenstein,2020-21,C,46,2,TOT
Jaxson Hayes,2020-21,C,60,3,NOP
Gordon Hayward,2020-21,F,44,44,CHO
Juancho Hernangomez,2020-21,F,52,6,MIN
Willy Hernangomez,2020-21,C,47,12,NOP
Tyler Herro,2020-21,G,54,15,MIA
Buddy Hield,2020-21,G,71,71,SAC
George Hill,2020-21,G,30,17,TOT
Solomon Hill,2020-21,F,71,16,ATL
Aaron Holiday,2020-21,G,66,8,IND
Jrue Holiday,2020-21,G,59,56,MIL
Justin Holiday,2020-21,G,72,52,IND
Richaun Holmes,2020-21,C,61,61,SAC
Rodney Hood,2020-21,F,55,5,TOT
Talen Horton-Tucker,2020-21,G,65,4,LAL
Danuel House Jr.,2020-21,F,36,23,HOU
Dwight Howard,2020-21,C,69,6,PHI
Markus Howard,2020-21,G,37,1,DEN
Kevin Huerter,2020-21,G,69,49,ATL
Serge Ibaka,2020-21,C,41,39,LAC
Andre Iguodala,2020-21,F,63,5,MIA
Joe Ingles,2020-21,F,67,30,UTA
Brandon Ingram,2020-21,F,61,61,NOP
Kyrie Irving,2020-21,G,54,54,BRK
Wes Iwundu,2020-21,F,41,4,TOT
Frank Jackson,2020-21,G,40,6,DET
Josh Jackson,2020-21,G,62,25,DET
Justin Jackson,2020-21,F,34,3,TOT
Reggie Jackson,2020-21,G,67,43,LAC
Justin James,2020-21,F,36,0,SAC
LeBron James,2020-21,G,45,45,LAL
DaQuan Jeffries,2020-21,G,31,5,TOT
Ty Jerome,2020-21,G,33,1,OKC
Isaiah Joe,2020-21,G,41,1,PHI
Cameron Johnson,2020-21,F,60,11,PHO
James Johnson,2020-21,F,51,12,TOT
Keldon Johnson,2020-21,F,69,67,SAS
Stanley Johnson,2020-21,F,61,13,TOR
Tyler Johnson,2020-21,G,39,3,BRK
Nikola Jokic,2020-21,C,72,72,DEN
Damian Jones,2020-21,C,39,10,TOT
Derrick Jones Jr.,2020-21,F,58,43,POR
Mason Jones,2020-21,G,32,1,TOT
Tre Jones,2020-21,G,37,1,SAS
Tyus Jones,2020-21,G,70,9,MEM
DeAndre Jordan,2020-21,C,57,43,BRK
Cory Joseph,2020-21,G,63,13,TOT
Mfiondu Kabengele,2020-21,F,39,0,TOT
Frank Kaminsky,2020-21,C,47,13,PHO
Luke Kennard,2020-21,G,63,17,LAC
Maxi Kleber,2020-21,F,50,40,DAL
Nathan Knight,2020-21,F,33,0,ATL
Kevin Knox II,2020-21,F,42,0,NYK
John Konchar,2020-21,G,43,0,MEM
Furkan Korkmaz,2020-21,G,55,11,PHI
Luke Kornet,2020-21,C,31,2,TOT
Kyle Kuzma,2020-21,F,68,32,LAL
Jeremy Lamb,2020-21,G,36,8,IND
Zach LaVine,2020-21,G,58,58,CHI
Jake Layman,2020-21,F,45,11,MIN
Damion Lee,2020-21,G,57,1,GSW
Saben Lee,2020-21,G,48,7,DET
Alex Len,2020-21,C,64,42,TOT
Kawhi Leonard,2020-21,F,52,52,LAC
Caris LeVert,2020-21,G,47,39,TOT
Kira Lewis Jr.,2020-21,G,54,0,NOP
Damian Lillard,2020-21,G,67,67,POR
Nassir Little,2020-21,F,48,2,POR
Kevon Looney,2020-21,C,61,34,GSW
Brook Lopez,2020-21,C,70,70,MIL
Robin Lopez,2020-21,C,71,9,WAS
Kyle Lowry,2020-21,G,46,46,TOR
Timothe Luwawu-Cabarrot,2020-21,F,58,7,BRK
Theo Maledon,2020-21,G,65,49,OKC
Terance Mann,2020-21,G,67,10,LAC
Nico Mannion,2020-21,G,30,1,GSW
Boban Marjanovic,2020-21,C,33,3,DAL
Lauri Markkanen,2020-21,F,51,26,CHI
Naji Marshall,2020-21,F,32,10,NOP
Caleb Martin,2020-21,F,53,3,CHO
Cody Martin,2020-21,F,52,10,CHO
Kelan Martin,2020-21,F,35,0,IND
Kenyon Martin Jr.,2020-21,F,45,8,HOU
Garrison Mathews,2020-21,G,64,24,WAS
Wesley Matthews,2020-21,G,58,10,LAL
Tyrese Maxey,2020-21,G,61,8,PHI
Skylar Mays,2020-21,G,33,0,ATL
CJ McCollum,2020-21,G,47,47,POR
T.J. McConnell,2020-21,G,69,3,IND
Jaden McDaniels,2020-21,F,63,27,MIN
Jalen McDaniels,2020-21,F,47,18,CHO
Doug McDermott,2020-21,F,66,29,IND
JaVale McGee,2020-21,C,46,2,TOT
Alfonzo McKinnie,2020-21,F,39,0,LAL
Jordan McLaughlin,2020-21,G,51,2,MIN
Ben McLemore,2020-21,G,53,5,TOT
Nicolo Melli,2020-21,F,45,4,TOT
De'Anthony Melton,2020-21,G,52,1,MEM
Sam Merrill,2020-21,G,30,2,MIL
Chimezie Metu,2020-21,C,36,6,SAC
Khris Middleton,2020-21,F,68,68,MIL
Patty Mills,2020-21,G,68,1,SAS
Paul Millsap,2020-21,F,56,36,DEN
Shake Milton,2020-21,G,63,4,PHI
Donovan Mitchell,2020-21,G,53,53,UTA
Malik Monk,2020-21,G,42,0,CHO
Ja Morant,2020-21,G,63,63,MEM
Marcus Morris Sr.,2020-21,F,57,29,LAC
Markieff Morris,2020-21,F,61,27,LAL
Monte Morris,2020-21,G,47,13,DEN
Mychal Mulder,2020-21,G,60,6,GSW
Dejounte Murray,2020-21,G,67,67,SAS
Jamal Murray,2020-21,G,48,48,DEN
Mike Muscala,2020-21,C,35,0,OKC
Svi Mykhailiuk,2020-21,F,66,14,TOT
Larry Nance Jr.,2020-21,F,35,27,CLE
Aaron Nesmith,2020-21,F,46,1,BOS
Raul Neto,2020-21,G,64,22,WAS
Georges Niang,2020-21,F,72,10,UTA
Zeke Nnaji,2020-21,F,42,1,DEN
Nerlens Noel,2020-21,C,64,41,NYK
Jaylen Nowell,2020-21,G,42,0,MIN
Frank Ntilikina,2020-21,G,33,4,NYK
Kendrick Nunn,2020-21,G,56,44,MIA
Jusuf Nurkic,2020-21,C,37,37,POR
David Nwaba,2020-21,F,30,9,HOU
Jordan Nwora,2020-21,F,30,2,MIL
Royce O'Neale,2020-21,F,71,71,UTA
Semi Ojeleye,2020-21,F,56,15,BOS
Chuma Okeke,2020-21,F,45,19,ORL
Josh Okogie,2020-21,G,59,37,MIN
Onyeka Okongwu,2020-21,C,50,4,ATL
Isaac Okoro,2020-21,G,67,67,CLE
KZ Okpala,2020-21,F,37,9,MIA
Victor Oladipo,2020-21,G,33,33,TOT
Kelly Olynyk,2020-21,C,70,62,TOT
Miye Oni,2020-21,G,54,0,UTA
Cedi Osman,2020-21,F,59,26,CLE
Daniel Oturu,2020-21,C,30,0,LAC
Kelly Oubre Jr.,2020-21,F,55,50,GSW
Eric Paschall,2020-21,F,40,2,GSW
Patrick Patterson,2020-21,F,38,5,LAC
Chris Paul,2020-21,G,70,70,PHO
Cameron Payne,2020-21,G,60,1,PHO
Elfrid Payton,2020-21,G,63,63,NYK
Mason Plumlee,2020-21,C,56,56,DET
Jakob Poeltl,2020-21,C,69,51,SAS
Aleksej Pokusevski,2020-21,F,45,28,OKC
Jordan Poole,2020-21,G,51,7,GSW
Michael Porter Jr.,2020-21,F,61,54,DEN
Bobby Portis,2020-21,C,66,7,MIL
Kristaps Porzingis,2020-21,C,43,43,DAL
Dwight Powell,2020-21,C,58,19,DAL
Norman Powell,2020-21,G,69,58,TOT
Taurean Prince,2020-21,F,41,10,TOT
Payton Pritchard,2020-21,G,66,4,BOS
Immanuel Quickley,2020-21,G,64,3,NYK
Chasson Randle,2020-21,G,41,5,ORL
Julius Randle,2020-21,F,71,71,NYK
JJ Redick,2020-21,G,44,0,TOT
Naz Reid,2020-21,C,70,15,MIN
Josh Richardson,2020-21,G,59,56,DAL
Austin Rivers,2020-21,G,36,7,TOT
Duncan Robinson,2020-21,F,72,72,MIA
Mitchell Robinson,2020-21,C,31,29,NYK
Isaiah Roby,2020-21,F,61,34,OKC
Rajon Rondo,2020-21,G,45,3,TOT
Derrick Rose,2020-21,G,50,3,TOT
Terrence Ross,2020-21,G,46,2,ORL
Terry Rozier,2020-21,G,69,69,CHO
Ricky Rubio,2020-21,G,68,51,MIN
D'Angelo Russell,2020-21,G,42,26,MIN
Domantas Sabonis,2020-21,F,62,62,IND
Luka Samanic,2020-21,F,33,4,SAS
Dario Saric,2020-21,C,50,4,PHO
Tomas Satoransky,2020-21,G,58,18,CHI
Dennis Schroder,2020-21,G,61,61,LAL
Mike Scott,2020-21,F,51,12,PHI
Collin Sexton,2020-21,G,60,60,CLE
Landry Shamet,2020-21,G,61,12,BRK
Pascal Siakam,2020-21,F,56,56,TOR
Ben Simmons,2020-21,G,58,58,PHI
Anfernee Simons,2020-21,G,64,0,POR
Marcus Smart,2020-21,G,48,45,BOS
Ish Smith,2020-21,G,44,1,WAS
Tony Snell,2020-21,G,47,23,ATL
Lamar Stevens,2020-21,F,40,0,CLE
Isaiah Stewart,2020-21,C,68,14,DET
Max Strus,2020-21,F,39,0,MIA
Edmond Sumner,2020-21,G,53,24,IND
Jae'Sean Tate,2020-21,F,70,58,HOU
Jayson Tatum,2020-21,F,64,64,BOS
Jeff Teague,2020-21,G,55,7,TOT
Garrett Temple,2020-21,G,56,25,CHI
Daniel Theis,2020-21,C,65,51,TOT
Brodric Thomas,2020-21,G,32,1,TOT
Matt Thomas,2020-21,G,45,0,TOT
Tristan Thompson,2020-21,F,54,43,BOS
Matisse Thybulle,2020-21,G,65,8,PHI
Xavier Tillman Sr.,2020-21,F,59,12,MEM
Obi Toppin,2020-21,F,62,0,NYK
Juan Toscano-Anderson,2020-21,G,53,16,GSW
Karl-Anthony Towns,2020-21,C,50,50,MIN
Gary Trent Jr.,2020-21,G,58,38,TOT
P.J. Tucker,2020-21,F,52,33,TOT
Myles Turner,2020-21,C,47,47,IND
Jonas Valanciunas,2020-21,C,62,61,MEM
Denzel Valentine,2020-21,G,62,3,CHI
Jarred Vanderbilt,2020-21,F,64,30,MIN
Fred VanVleet,2020-21,G,52,52,TOR
Devin Vassell,2020-21,F,62,7,SAS
Gabe Vincent,2020-21,G,50,7,MIA
Nikola Vucevic,2020-21,C,70,70,TOT
Dean Wade,2020-21,F,63,19,CLE
Moritz Wagner,2020-21,C,45,24,TOT
Kemba Walker,2020-21,G,43,43,BOS
Lonnie Walker IV,2020-21,G,60,38,SAS
John Wall,2020-21,G,40,40,HOU
Brad Wanamaker,2020-21,G,61,0,TOT
P.J. Washington,2020-21,F,64,61,CHO
Yuta Watanabe,2020-21,F,50,4,TOR
Russell Westbrook,2020-21,G,65,65,WAS
Coby White,2020-21,G,69,54,CHI
Derrick White,2020-21,G,36,32,SAS
Hassan Whiteside,2020-21,C,36,4,SAC
Andrew Wiggins,2020-21,F,71,71,GSW
Grant Williams,2020-21,F,63,9,BOS
Kenrich Williams,2020-21,F,66,13,OKC
Lou Williams,2020-21,G,66,4,TOT
Patrick Williams,2020-21,F,71,71,CHI
Robert Williams III,2020-21,C,52,13,BOS
Zion Williamson,2020-21,F,61,61,NOP
D.J. Wilson,2020-21,F,35,1,TOT
Dylan Windler,2020-21,F,31,0,CLE
James Wiseman,2020-21,C,39,27,GSW
Christian Wood,2020-21,C,41,41,HOU
Delon Wright,2020-21,G,63,39,TOT
Thaddeus Young,2020-21,F,68,23,CHI
Trae Young,2020-21,G,63,63,ATL
Cody Zeller,2020-21,C,48,21,CHO
Ivica Zubac,2020-21,C,72,33,LAC
